90,The Choice,09/18/1984,"Following the  events  on  Shawken ,  Luke Skywalker ,  Plif ,  Rik Duel ,  Chihdo , and  Dani  are rushing back to the  forest moon of Endor  to get medical care for  Kiro . At the same time,  Leia Organa  and  Mon Mothma  have returned to Endor following the  events  on  Herdessa . Leia watches as Kiro is removed from the  Moonshadow  and brought to intensive care. At dusk, Luke and Leia discuss the future they have created for themselves. Leia is concerned about the transition from a rebel movement to a new galactic government. Luke reassures Leia, but warns that they need to be very cautious in the future, as the secret of their parentage needs to remain hidden. The two don't intend to go announce that their father was  Darth Vader ."
91,Wookiee World,10/16/1984,"Following their  diplomatic mission  to  Keyorin ,  Lando Calrissian ,  Han Solo , and  Chewbacca  make their way to  Kashyyyk , Chewbacca's homeworld. After landing at the  spaceport  outside of Chewbacca's  hometown , the three head towards Chewbacca's home to reunite with his  wife  and  son . However, on the way there, they are confronted by a mysterious  pale warrior  who has made friends with Chewbacca's brother-in-law,  Vargi . The warrior introduces himself as ""Knife"", a nickname that the local  Wookiees  have given him, since they cannot pronounce his true name. Knife and Vargi suggest that the group make their way to Chewbacca's home to enjoy drinks. When the group arrives, they find the house abandoned, much to Chewbacca's worry. Lando and Han reassure their friend, claiming that his family are probably out shopping and will be back soon. The group enters Chewbacca's home to enjoy drinks and pass the time until the absent family returns. As Lando and Han voice their suspicions about Knife, Chewbacca's son, Lumpy, appears at the door. Lumpy is accompanied by three Wookiees, who brandish their weapons at Han, Lando, and Chewbacca. The rogue Wookiees are working for Knife, who explains that he is holding Chewbacca's family captive and that he hopes to reactivate the Kashyyyk slave trade. Han assumes that Knife is working for the  Galactic Empire , but Knife claims that he has nothing to do with the Imperials."
92,The Dream,11/13/1984,"On the forest moon of  Endor ,  Admiral   Ackbar  oversees a meeting of the Alliance where reports from different worlds indicate that there may still be well-organized Imperial forces in the galaxy, and that the Alliance fleet must remain ready. Meanwhile, Luke Skywalker is tormented by nightmares wherein he faces Vader removing his mask. Then a lone starfighter lands near the Alliance base. The pilot introduces himself as Denin, sole survivor of the royal family of the planet  Naldar . Denin wants Skywalker to teach him the way of the Force so he can free his home planet. Luke, however, is unsure that he can teach the lost arts of the Force."
93,Catspaw,12/18/1984,"Luke Skywalker ,  Leia Organa , and  Han Solo  are on a diplomatic mission to  Saijo  when they see an  X-wing  fleeing from three  Y-wings . Han decides to side with the outnumbered X-wing even though Skywalker points out that both ships are used by the  Rebellion . Flying in the  Millennium Falcon , Organa and Skywalker use the Falcon's guns to shoot down the Y-wings, rescuing the pilot."
94,Small Wars,01/15/1985,"Over here! Help! Please, help!"
95,No Zeltrons,02/12/1985,No description available.
96,Duel With a Dark Lady,03/19/1985,Luke Skywalker battling Lumiya.
97,Escape,04/16/1985,"Over here! Help! Please, help!"
98,Supply and Demand,05/14/1985,"While  Chewbacca  is on leave to  Kashyyyk , and  Leia  is meeting with some of the major players in the  Alliance of Free Planets , Han is forced to go on a mission to a former Imperial prison planet, with Nien Nunb as his co-pilot on the  Millennium Falcon . When he gets there, he is surprised to see that his job is to escort a woman and her child to  Vandelhelm  to sort out problem with the  Metalsmiths Guild  supplying the Alliance with ""ores and alloys and stuff."" Apparently, the current  Guildmaster   Orrk  has allied himself with the Galactic Empire and was abashed when he found out that the royalty whom Han escorts is coming back. Imperial  Admiral   Mordur  has assured the Guildmaster that the ""venerated ones"" will die. When the  Millennium Falcon  comes out of  hyperspace , it has come out right in the middle of mined asteroid field.  Moff  Vordur was expecting a large Rebel  cruiser . The plan failed."
99,Touch of the Goddess,06/18/1985,"Luke is reminiscing about the recent ""death"" of  Kiro  at the Alliance's base on  Endor . Lando's attempt to console Luke leads to a discussion about the rapidly escalating  Nagai conflict . Meanwhile, Han and his childhood friend  Bey  are on a mercy mission with  Admiral   Ackbar  to the  planet   Godo  where a  strange techno virus  is slowly killing the population. The virus is incredibly deadly to any outsiders who do not take a protective precontainment radiation bath. Although the baths and medicines taken by visiting outsiders prevents others from contracting the disease, the native  Godoans  use the methods to little effect, merely slowing the effects of the virus. As Ackbar and the group survey the ailing population, Ackbar mentions that he will soon need to return to the fleet to supervise the shipment of weapons to those worlds beleaguered by war. However, he promises to check in with the scientists who are trying to isolate the exact cause of the disease. Before Ackbar departs, he accompanies Han and Bey to the  House of the Goddess , a temple which contains an idol to the Godoan's deity, and legend has it, the source of the terrible disease. Surveying the giant structure, Han notices that the building is not just a temple but also a machine. After bringing  C-3PO ,  R2 , and  Chewbacca  to the temple, it is confirmed that the entire structure is a techno-organic construct designed to make Godo habitable to the native species. According to R2's tests, the machine is in perfect working condition save for two missing pieces that are shaped like miniature statues."
100,First Strike,07/16/1985,"On the forest  moon  of  Endor ,  Admiral   Ackbar  administers a pilot training program to several members of the new  Alliance of Free Planets .  Han Solo  works outside the rules of the programming for maximum effect. But although he is the most experienced pilot present, his test results keep him grounded. He later voices his displeasure to  Lando Calrissian ,  Luke Skywalker  and his childhood friend from  Corellia ,  Bey ."
101,"Far, Far Away",08/13/1985,No description available.
102,School Spirit,09/17/1985,No description available.
103,Tai,10/15/1985,"Den Siva  is aboard his ship lamenting over a  holographic  image of  Dani ; he's wondering where she is and realizing that she was the first  Zeltron  prisoner the  Nagai  ever had. He wants to see her again when he gets a message of a new prisoner on board. Commander  Knife  has brought a prisoner from the  Alliance of Free Planets . Discussion turns to lack of word from the squadron at the  Trenwyth system  in the  Stensen sector  and how two days earlier word came from a dead world in an Alliance System about an unexpected enemy far superiors in number and fire power. As Knife and Siva turn their attention to their prisoner, he begins sweating."
104,Nagais and Dolls,12/17/1985,No description available.
105,The Party's Over,02/18/1986,"Luke Skywalker  and  Plif  are amused at seeing the ridiculous  Hiromi  at work.  Tofs  kick the door in, storm the room, and bully the Hiromi. Plif reads their minds to learn they're enemies of the  Nagai  from outside the galaxy. The leader orders all Nagai rounded up."
106,My Hiromi,04/15/1986,"Captain   Hookyr  of the  Hiromi  race are cheering their victory over their enemy in defeating part of the  Tof  army with the help of  Luke Skywalker  and the  Hoojibs . When Luke mentions an assault on the main Tof ship, Hookyr and his race are taken aback by Luke's plan to free his friends and other members of the alliance, but the Hiromi are not interested in rushing into battle so soon.  Plif  isn't so sure of Luke's desire to rush straight-forward into battle either."
107,All Together Now,06/17/1986,"Luke Skywalker ,  Leia Organa ,  Han Solo , and  Dani , together with a mixed team of commandos, including their new-found  Imperial  and  Nagai  allies,  Knife  and  Den Siva , are attacking the  Tof -held world of  Saijo , where the Tof field headquarters are located. They have learned from the Nagai that this is the location of the Tof  prince   Sereno , who is leading the invasion, and hope to take him hostage, thereby forcing the Tofs to surrender."
